ID_SALES,text,polarity,subjectivity,neg,neu,pos,compound
HD2916A,thanks reply good note pilot nail land seriously kudos miss dont worry well together soon gotcha thanks update im ready go whenever enjoy even marciaveronicaa miss uncles funeral hope find another flight thats considerate,0.22777777777777777,0.4444444444444445,0.167,0.363,0.47,0.9565
HD2918T,thank know weather boston isnt great everyones tire please acknowledge attendant jeff wernicke beat class service sw change way stick premiere loyal customer make thing hard loyal,0.27499999999999997,0.6716666666666666,0.128,0.572,0.3,0.7435
HD2919A,hold hour still answer really run business get thanks insight happen tomorrow company policy refuse employee speak employee phone interesting,0.3,0.3,0.089,0.685,0.226,0.5267
HD2920A,alright thank much appreciate really look forward flight let know reschedule diehardvirgin know finally line like cattle board sw flight original departure time badcustomerservice,0.19375,0.5375,0.0,0.613,0.387,0.875
HD2921A,feel like im nickel dime enjoy flight aa purchase tkt pay extra seat go police dept due sexual assult stewardess allow occur lack concern hold minute finally get someone retook form payment confirm reservation set try,0.155,0.5616666666666668,0.087,0.733,0.18,0.5994
HD2925A,airway see significant decline short interest jblu wkrb news httptcolzfgutxiyn thanks think weve got figure thank help appreciate,0.19166666666666665,0.4583333333333333,0.0,0.435,0.565,0.9274
HD2926A,ok thank tell ground delay due snow baggage allowance flight glasgow u thanks thanks tonight would seem,0.19374999999999998,0.31875,0.097,0.462,0.441,0.802
HD2927T,line denver rebook due weather issue better httptcotmccexyaaq thanks cause u miss connection delay flydeltanexttime thanks response hopeful,0.19374999999999998,0.31875,0.145,0.409,0.446,0.8442
HD2928T,problem link email checkin thanks let u know find everyones luggage thanks unitedairlines another twist plot take miami return due unsecured cargo door stressful vacation ever,0.09166666666666667,0.25833333333333336,0.25,0.581,0.169,-0.4215
HD2930A,basically need leave hawaii late flight even midnight get back philly late flight monday night trip get tues go miss connection due another tarmac delay need flight home today please sit ewr nearly hour sked pilot say computer clue leave help coffee amp work toilet read domestic airline whine foreign competition coincidence openskies,-0.09791666666666667,0.275,0.147,0.769,0.084,-0.2023
HD2931A,since ua ordewr delay push meal time mean cater meal first mean real live person somewhere go speak newark post security interview long take hear back,-0.03674242424242424,0.4763888888888888,0.08,0.836,0.084,0.0258
HD2934T,thanks send update flight delay hour unbelievable let say directly correlate flightd chance replacement case know would cost airline less long wait bag could next flight party could wait albany,-0.027777777777777773,0.3444444444444445,0.063,0.681,0.256,0.7269
HD2937A,hat admiral lounge attendant yyz terminal give banana toddler none avail elsewhere passenger seat crew ready wheresthepilot ord hope isnt bar thanks slow inbound plane didnt need worry eyw late flight great holz ahead cheer åāāā,0.13333333333333333,0.47500000000000003,0.049,0.593,0.358,0.9337
HD2938A,hold long rebook cancel flightled flight enough time rebook instead lots room flight major city already cancel flightled hour departure due weather backup plane late flight break luggage handle pay new one,-0.04602272727272727,0.4715909090909091,0.157,0.843,0.0,-0.5267
HD2939A,flight lie flat seating stl pdx around date march anything get ticket imaginedragons vinylvegas would mean much destinationdragons im sure certainly chilly back east today åāāā®,-0.03958333333333333,0.4668981481481482,0.0,0.836,0.164,0.5719
HD2942T,thanks link passbook might old news first flight thanks reupgrade class may min flight appreciate could check svu space mxpjfk feb thanks,0.19,0.22666666666666666,0.0,0.612,0.388,0.886
HD2943A,delay depart bc ur flight attendant wasnt land take hr get gate another bags thanks actually make connection flight delay guess delay bad thing try get whole character even do,-0.019999999999999962,0.35333333333333333,0.272,0.653,0.076,-0.7579
HD2944A,tell pay amp confirm flight cost cash airport hour flight ripoff nosupport touch miami far nicely do united åāāā thanks airline say locate aa detroit also inform flew aa shouldnt matter,0.3,0.7333333333333334,0.067,0.701,0.232,0.7979
HD2945A,little late flight suck rt mitchsunderland oh mitchell agent happy offer available option thanks help cheer thank much appreciate plane min gate,0.18541666666666667,0.4833333333333334,0.074,0.423,0.502,0.9345
HD2947A,do thanks thanks quick response call daily wait day get thanks,0.18666666666666668,0.22000000000000003,0.0,0.479,0.521,0.8271
HD2948A,ive standing crowd bus past min dcapit help agent phx customer service desk hour ago line people long thanks say denied mile expire one week ago last drop plan avoid aa possible,-0.019999999999999997,0.38333333333333336,0.181,0.678,0.141,-0.1531
HD2949A,yes get gate specifically ask seat discourage walk past crew hello hold extremely long time confirmation amp cant get board pas try numerous time well miss gate agent rebooked board pas wait land time lunch amp beverage easy cheesy,-0.07333333333333333,0.5966666666666667,0.095,0.738,0.167,0.5106
HD294A,plane thoughtful enough ask get prob others also deserve real mvp learn famous apology social medium market twitter asset jet blue phdmama,0.1888888888888889,0.41111111111111115,0.0,0.751,0.249,0.6486
HD2952T,make spirit look like gem air travel havent handle winter storm well get back eventually rollercoaster get airport amp get speak someone thing get fixed quick see hour thanks,0.15833333333333333,0.22499999999999998,0.0,0.731,0.269,0.802
HD2953A,claimed flight cancel flighted phl runway good delta flight exact time take time delay hour one hour flight frustrate im also unable get decent meal hournever robertdwyer aa doesnt charge fee change award ticket long origin destination amp award type remains,0.11333333333333331,0.4833333333333333,0.14,0.67,0.19,0.5574
HD2954A,get thanks thats concerned thanks go motion shortly flight yesterday wonder quickly flight attendant notify,0.18666666666666668,0.32,0.0,0.691,0.309,0.7003
HD2955A,crazy havent speak human yet good way httptcomeoalcipdd flight lie flat seating stl pdx around date march checkin lame business really last seat broad shoulder haha,-0.020312500000000004,0.39427083333333335,0.157,0.665,0.178,0.1779
HD2956A,thanks keep updated hope make either connection killeen tx realize customer service leave much desire folk handle call could care lessand show thanks sure arrange move earlier flight im gate seat assignment super nice agent gate ord,0.29047619047619044,0.5222222222222223,0.022,0.497,0.481,0.9747
HD295A,really clean food coffee stain area around seat new passenger come aboard gross thanks appreciate prompt response understood thanks anyway,0.1806060606060606,0.3109090909090909,0.104,0.471,0.424,0.8173
HD2960A,ive hold hour amp half try change flight bna happy customer service right thanks thanks nothing,0.2638095238095238,0.4204761904761905,0.0,0.578,0.422,0.8591
HD2961A,manage place family plain none sit next one old try find flight dfw hou tonight exec platinum desk call back online info clear thats correctäāāive spent hour try book online receive error click final purchase button,-0.016326530612244892,0.29149659863945576,0.069,0.865,0.066,-0.0258
HD2962A,speak real person get resolve politely efficiently book time call tell confirm link even make change rez yeah mark like mile back also hour late flight thanks ton great service today,0.18000000000000002,0.37,0.0,0.595,0.405,0.9432
HD2963A,dream really open route dallas austin mean houston might next would get early enough green tag go otis would still sit ord sit gate flight hour due sabre backup plan place sabre fix,-0.07678571428571428,0.3803571428571429,0.0,0.941,0.059,0.25
HD2967A,silence tell ala pretty full entertain witty repartee ticket pending day normal take long want make sure isnt problem,0.2833333333333333,0.7481481481481481,0.0,0.552,0.448,0.854
HD2968A,appropriate ask public hence dm unite employee new answer process hassle cancel flighted pay cab back airport show baggage dept wet shirt suit viable option time happen darn buy wrong device way switch im sure,0.07662337662337662,0.4585858585858586,0.163,0.779,0.058,-0.4939
HD296T,thanks fb message tell wait day im wait cool sweetingr tell cant reroute bag tell leave last night need race thanks respond,0.1875,0.2791666666666667,0.044,0.659,0.297,0.7845
HD2970A,well last update right direction least ill keep finger cross thanks listen definitely person line think absurd im take one rep different gate rude ask assistance thanks though,-0.08311688311688313,0.4638528138528138,0.079,0.58,0.341,0.8373
HD2974A,sweet follow back ill get dm dm locator code thanks almost hrs min hold idea much longer,0.05,0.41,0.123,0.617,0.26,0.4767
HD2977A,havent update flight delay super frustrate oh flight fine lose luggage much look like ill least half day late flight conference santa monica mad love nyc,-0.049074074074074076,0.5703703703703703,0.272,0.395,0.334,0.3944
HD2978A,appeal kind hypocrisy cancel flightling ticket bad exchange rate advantage unite fact international bag sense whats go maintenance every single flight portcolumbuscmh cancel flightled airline,-0.04285714285714282,0.4452380952380952,0.228,0.608,0.164,-0.2732
HD2979A,flight delay due pilot oversleep apparently uncontrollable irregularity eligible delay compensation faanews stick plane due snow boston actually snow boston usair flight yeah happen phx airport extra long wait spring long something local know tourist dont fyi,-0.0375,0.2625,0.203,0.746,0.051,-0.6696
HD2980A,dont know may also work home thanks nothing cant change true blue point cant get phone hey ho lose money next make sure stick flyer right booklet,0.22261904761904763,0.39576719576719577,0.082,0.699,0.219,0.5401
HD2982A,absolute madness west tell like memgrizz warrior spur okcthunder thanks info figure case hopefully new hashtag change abcletjetbluestreamfeed able access use drop instead click tab,0.2590909090909091,0.5448863636363637,0.151,0.604,0.245,0.4767
HD2984T,domestic want idea dont get surprised hour hold change cancel flightled flight completely unacceptable new day new chance right thing never late flight honest,0.1885551948051948,0.5431006493506494,0.312,0.581,0.107,-0.7477
HD2985T,thanks jt flight cancel flightled hrs airport book new one get two invoice flight approx really yes please newly marry try update last name preexist international flight seem easy,0.158008658008658,0.3155844155844156,0.052,0.601,0.347,0.8826
HD2986A,update flight would appreciate time thanks website deserve new design ftw thats clever clear need agent min hold count flex workforce highly possible,0.1206060606060606,0.5742424242424242,0.0,0.559,0.441,0.9217
HD2989A,hey leave favorite blanket plane bring back home call span two daysnone available speak someone un fin believable worst ever way simple apology go long way even hollow one obvious dont care wellbeing,0.02777777777777777,0.46746031746031746,0.198,0.698,0.105,-0.5759
HD2991A,tried burger good expensive lead believe food usa cheap butnot screw reservation assign new one u amp change flight change original take care cowboycerrone please thanks,0.21856060606060604,0.5674242424242425,0.041,0.559,0.4,0.9042
HD2993A,leave jaipur tomorrow back dehli delhi one night need use ability make magic thanks write back assist return bag lose amp clean feces sprinkle bathroom much ask book flight sept get best price april usa check äāā¬ cheap con unhappy customer ripoff,0.2296296296296296,0.4444444444444444,0.125,0.651,0.225,0.7506
HD2994A,id least enjoy free cocktailor two wonder share fb insta would produce number character really limit story tell ill sincerely regret dividend mile good thing come end,0.19999999999999998,0.5714285714285714,0.206,0.475,0.32,0.5532
HD2995A,americanairlines say bag leave miami return follow mechanical glitch gtgt hardly believe bundle stay warm åāāā michelle ord train staff treat customer refresh pleasure deal,0.15416666666666665,0.5708333333333333,0.039,0.689,0.272,0.7964
HD2996A,thanks take care issue ivr unclear take long get callback option would love see fixed thanks get boston early tuftsenergyconf break barrier clean energy futurereply doesnt good check outlet preflight move different equipment board due malfunction,0.19916666666666666,0.4175000000000001,0.116,0.53,0.354,0.92
HD2997A,happen airline theyve give flight voucher transparent problem big shoutout crew bosgtjfk amp jfkgtroc amp gate crew bos amp jfk long day delay make better call jet blue get explanation make sure would happen future tell write fraud dept,0.15833333333333333,0.3523148148148148,0.183,0.708,0.108,-0.5574
HD2998A,flt last nght cancel flightedmechprobs flt cancel flightedsnow finally flt home cl empty amp wont let sit get drink fa sit jump seat crossword glass picked land lazy service first class flight cancel flight last opportunity rebook u flight even pass,-0.016666666666666663,0.49444444444444446,0.219,0.722,0.059,-0.6705
HD29A,never delay tpa bdl better safe sorry åāāā lovejetblue onlyblue jetblueforever thanks look get back via dm glad hear bag finally deliver thanks airway see significant drop short interest jblu mideast time httptcossbaujtouw,0.1775,0.5575,0.071,0.482,0.447,0.9514
HD2A,want change flight due weather condition dallas weekend able cover change fee mile better airline continental service fee flight book problem fee talk human fee fu excite put earlier flight get home woo hoo travel åāāāåāāāåāāā,0.175,0.42000000000000004,0.155,0.628,0.218,0.25
HD3002A,guy change age double book seat ive even though platinum person none need complain aa email form field doesnt allow enough character complaint real email address new schedule open take u past,-0.03051948051948052,0.31493506493506496,0.114,0.824,0.062,-0.1916
HD3003A,im sorry stray go ive learn lesson attendant need sw happiness he sch tmw aa would love find early one yall possible he fllexcited barrel sky ton piece metal operate company cant get tiny tv work,0.14285714285714285,0.5714285714285714,0.031,0.784,0.185,0.8176
HD3004A,drop ball cater plane switch gate attendant hour late flight really nice ok start look flight hi im excite lgagtdal deal ive try book since last week amp page never load thx,0.2,0.5133333333333334,0.106,0.677,0.217,0.6664
HD3005A,eventually give flight memphis take original flight bc check father matter fact different destination put tremendous amount stresshey job dont give safety spin plane break original flight unitedsucks,0.2708333333333333,0.775,0.073,0.749,0.178,0.3331
HD3008T,ty confirm deny leave jfk want figure delay store internet give different info im glad spend hour try track basic information already available excite last minute trip disneyland doesnt know yet httptconkafbjyari,0.18,0.43833333333333335,0.144,0.611,0.244,0.6249
HD300A,ive year ive never many issue airline half inch snow charlotte overwhelming goodwill fine still want new ceo make public apology passenger flight,0.10606060606060606,0.447979797979798,0.0,0.823,0.177,0.3182
HD3010A,im try change family vacation due measles outbreak havent able get anyone phone help yes pay another flight get tomorrow since werent anymore tonightnot fun thanks drink ticket hook cant wait first international flight na pump pilot announces plane unused day maintenance deal another aircraft,0.1875,0.28888888888888886,0.078,0.763,0.158,0.6367
HD3012A,ellahenderson omg wish flight today haha theres always next time fun yes minute tweet able reschedule flight thanks boston self service swipe yr board pas gate difficult tag bag easy improvetheprocess,0.1619047619047619,0.45119047619047625,0.057,0.545,0.398,0.9325
HD3013A,definitely trip remember ewrsti second season first seat pay loyal love new plane light wish window large miss connection due delay la tell look good tmrw either stuck clt help,0.2408982683982684,0.48247835497835484,0.16,0.439,0.401,0.9186
HD3014A,exasperate im difficult time flight book problem error message say youre undergo maintenance really wifi broken plane outage friday southwest get right every plane unite cant hold hr cant get airport flight icy country backroads help pls human answer bna,-0.0857142857142857,0.3892857142857143,0.229,0.69,0.081,-0.8062
HD3015A,sure sincere apology disappoint customer perspective want loyal customer option whoa thanks thats want hear early flight come thanks reply classic,0.2857142857142857,0.4412698412698413,0.083,0.37,0.546,0.9001
HD3016A,trip ur save grace ur cheap flight willing pay bttr service bttr airline ive fly figured worth mile lifetime first last ever flight u airways understood sympathetic get back shouldnt pay especially switch flight,0.2777777777777778,0.538888888888889,0.068,0.659,0.273,0.8555
HD3024A,try book ticket nyc face super fun broken style dont worry ill keep try id say public cant extend vacation week point advertise multiple flight cant honor well fun last happy change redeem reward point wont loyal anymore,0.11666666666666665,0.44333333333333336,0.193,0.432,0.376,0.9189
HD3025A,call number useless head airport pick bag whole situation seem like real joke nightmare ever end found flight today delay due ground handling delay affect prior flight watch entire uncvsduke game tarmac cancel flighting flight crew time right flight,-0.04241071428571429,0.35446428571428573,0.198,0.675,0.127,-0.5267
HD3027A,companion pas year wife use time thanks southwest make travel easy thanks attention would actually like make specific complaint customer service dca best option need song next commercial swa love flight delay jfk hour hour hour back hour explanation apology,0.18484848484848485,0.2325757575757576,0.08,0.551,0.369,0.946
HD302A,overbooked business class mia uvf correct seat move back economy special day time hr pass get call back ticket wasnt fault yet pay extra aware airbus fleet suck id rather fly full rubber dog shit,0.19464285714285715,0.39642857142857146,0.198,0.66,0.142,-0.534
HD3030A,use special people group one board global together ok noone help bag lose honeymoon ago responsible professional thanks suggestion stop promo message bite run music amp msg say call volume high vrm,0.216734693877551,0.3516326530612245,0.115,0.585,0.3,0.7845
HD3031A,usair return phl due issue fire detector happen next airserv contractor arent worth wet damn late flight still do bag make checkin calamity quick person travel mosaic get green tag doesnt make sense end waitin son bag anyway,-0.0130952380952381,0.325,0.098,0.847,0.055,-0.2042
HD3033A,afternoon conference la vega would rather plan ahead run thru airport attempt would super pay much attention actual flier credit card holder stick cae need reflight book problem next flight possibly dm info understand much often seem like quick request desk take question ask,0.15238095238095237,0.380952380952381,0.079,0.749,0.173,0.7096
HD3035A,flight fracat odd zigzag movement frankfurt everything ok fill airport part long day make long let extraordinary week make year remember goingforgreat thanks much american airline,0.10952380952380951,0.39285714285714285,0.076,0.757,0.168,0.4215
HD3036A,bag make flight iad second day without clothes pretty inconvenient pretty curious unitedairlines need change div mile ticket travel start due weather advisory tell possible unless flight cancel flightled anyhelp thanks say denied mile expire one week ago last drop plan avoid aa possible,-0.012499999999999994,0.6641666666666667,0.255,0.617,0.128,-0.7367
HD3039A,hi saw black history month commercial tv amp im excited support monthwill grant free trip im glad airline go swallow american american always pick phone solves problem return vacation go luggage service golf bag present clear wrap couldve use first place,0.14583333333333334,0.37,0.05,0.608,0.343,0.9313
HD303T,thanks ask change cost desition nade computer late flight nelsjeff hr late flightr human interaction end ing completely new flight last flight didnt sell reservation tomorrow morning try get back night bc flight go jfk get list ctg,-0.03766233766233766,0.2887445887445888,0.0,0.927,0.073,0.4404
HD3041A,international airline experience record profit last quarter cant staff call center long delay board get free drink gettingthirsty understand weather fault frequent flyer expect better customer service ill try delta,0.04375,0.39583333333333337,0.191,0.587,0.222,0.3182
HD3044A,thx respond bag come mad rush towards end jetwayäāāwhy put thru baggage claim typically get problem fix crew expire delay turn cancelled flight social medium team say sorry thankfully submit complaint get resolution amaze rep call,-0.31166666666666665,0.5533333333333333,0.277,0.545,0.178,-0.4404
HD3045A,useless amp rude employee ever philadelphia airport never fly åāāā¤ love hold flight phx late flight passenger make u hour late flight great job start flight book problem next year super bowl time åāāā©help,-0.018518518518518545,0.5462962962962963,0.253,0.576,0.171,-0.4344
HD3046A,far bad airline history ill never ever fly garbage share public fly time year sit tarmac fll staff bad ever meet u lose ground power three different time ground endlessly without air light entertainment,0.00750000000000004,0.725,0.337,0.613,0.05,-0.9124
HD3052T,msp employee try check several hundred line crazy might miss plane sure thank employee time hang one finally send call back notification fixyourstuff jedediahbila unite vote every year one worst airline enjoy title give jedediah free pass,-0.037500000000000006,0.6361111111111111,0.164,0.607,0.229,0.4939
HD3054A,huge thanks fix flight appreciate customer service could get seat assign next wife cool bag take bit longer dont give baggage blue ballsturn carousel tell come twice say cant dim light first flight,0.21250000000000002,0.42291666666666666,0.0,0.74,0.26,0.8481
HD3056A,flight cancel flight delayed expect full compensation park ticket hotel amp flight guess get airport early need wait checkin really last night thanks follow,0.16249999999999998,0.2791666666666667,0.139,0.748,0.113,0.0679
HD3058A,seg flt yvr zurich would credit mile segs full fare hi bked cool birthday trip cant add elevate cause enter middle name flight book problem åāāā¢ mechanical issue look like get fix thanks concern,0.22499999999999998,0.35000000000000003,0.064,0.69,0.245,0.765
HD3059A,board decent useless agent dont speak english hold mech delay much poor storm customer service takeoff delay wait snack cart rude steward name love guy trueblue go reported police due sexual assult sad didnt care,-0.07314814814814816,0.5416666666666666,0.381,0.535,0.083,-0.919
HD305T,website havent able check flight morning bring game premium cabin din nice httpstcozgoqoxjbqy try cancel flight fligt ohare dallas high call volume one answer online confirmation thanku,0.215,0.64125,0.067,0.839,0.094,0.2023
HD3060A,currently minute worst turbulence ive ever experience zero communication flight deck wait three hour talk someone rebook flight due weather call back service actually work already land still care thanks help though ow cause failure,-0.1773809523809524,0.3392857142857143,0.16,0.649,0.19,0.1027
HD3061A,highly unprofessional overbook flight seat ampfeel rearrange schedule mismanagement im teach new traveler research budget amp save trip today would awfully nice could send alert flight cancel flighted text email love,0.3490909090909091,0.6486363636363636,0.129,0.578,0.293,0.7964
HD3062A,cancel flightled flight tomorrow without tell want rebookplease help book new flight call cant help seat take way handle high volume call day unscheduled aircraft change please good system place worth pay upgrade refund,0.3240909090909091,0.42363636363636364,0.107,0.603,0.29,0.835
HD3063A,never frustrate conversation united cant speak spanish courier company bag return foodnetwork sobewff limit carry space tummy next flight ill try snack fly back company since united didnt earlier flight,0.05000000000000001,0.39999999999999997,0.208,0.723,0.069,-0.6103
HD306A,thanks replyingi feel little good well see go äāåä¼ćøāäāāä¼ćøā domestic clear sit lovely terminal need hour prior board thanksnothelpful mt call volume extremely high today apology please continue contact reservation assistance,0.1840625,0.38416666666666666,0.0,0.578,0.422,0.9381
HD3070A,say take tell delay amp possible cancel flightlation plan rectify frustrated delay pay b ticket board flight early im last board middle seat waste check consistently call multiple time loyal aa customer im disappoint,-0.02407407407407408,0.29444444444444445,0.376,0.556,0.069,-0.8957
HD3073A,since high likelihood snow time flight tomorrow chance rebook sunday yet notify im new åāāā pull runway make new friend seat mate thanks response cb heyo cause flight ewr hou delay,0.1581818181818182,0.41227272727272724,0.061,0.722,0.217,0.7003
HD3074A,none lax flight dfw cancel flightled landing fine completely arbitrary two cancel flightled lga flight delta take look like new carrier delta upset hometown airline stick den flt cancel flightled others get new flt info,0.14734848484848484,0.5022727272727273,0.205,0.692,0.103,-0.5106
HD3075A,hidden city force crappy seat even though exit row available first leg support fix good know phone customer service still impair due bad weather week ago jetblueanyone im aware flight detail thanks three hour late flight crew could give less shit,0.0128787878787879,0.4204545454545455,0.193,0.649,0.158,-0.4417
HD3076A,doesnt address issue hold min speak agent thanks nothing buy two tix disney friend cant go eat plus new none lax flight dfw cancel flightled landing fine completely arbitrary love one flight atl ind cancel flightled due ice indy sit indy bone dry tomorrow snow,0.13733766233766234,0.47564935064935066,0.072,0.704,0.224,0.8548
HD3079A,grrrrrr need flight first maybe bday next month make hard fly delay hour plane turn around amp head back gate connection month straight travel ahead time find new airline,0.15638528138528138,0.3756493506493506,0.117,0.823,0.06,-0.2023
HD3080A,thats one original arrival time say do may central impressed pls properly train agent request speak customer service amp transfer dead end even open hr fluctuate aa take hr call backended pay extra u statement true,0.190625,0.46875,0.129,0.656,0.215,0.4215
HD3082A,sound goodåāāāåāāāåāāāåāāā customer service dead last wk flts delayedcancelled flight bag lose day last nt flt delayedcancelled flighted meal voucher really hard time believe plane terminal delayed mechanical issue whatgives dullessucks flight specific last two probably foot apart within sight,-0.013095238095238096,0.2380952380952381,0.227,0.773,0.0,-0.8622
HD3084A,flight book problem flight dc visit easter weekend start difficult end well guys big fan load balance system apparently systemwide major impact unite airline flight cyberattack less help partnerrewards incoming fast enough keep pt expire,-0.050595238095238096,0.4452380952380953,0.124,0.714,0.162,0.1548
HD3087A,youre best whenever begrudgingly use airline im delay late flight thats wonderful unfortunately doesnt help hr flight major u city disappoint thanks change manage arrive hour delay exhaust,0.24375,0.6,0.33,0.419,0.251,-0.092
HD3088A,whats new inflight wifi service super crappy user experience miss old provider word failure mean act instance fail prove unsuccessful lack success nonperformance something due ah would explain crew didnt seem particularly distress point little startling first,-0.05460858585858586,0.3875315656565656,0.303,0.487,0.209,-0.637
HD3089A,hard catering ready go live person speak day dividend mile wrongfully take mile account literally stop allow people wait line customer service incredible worst customer service,-0.011060606060606059,0.6883333333333332,0.233,0.634,0.133,-0.5106
HD308A,mile usair last four flight good airline much improve billing issue seat legroom air service everyone pilot find last flight plane dirty clean area amp seat sadly word dont represent company action talk cheap,0.07407407407407407,0.4703703703703704,0.132,0.671,0.197,0.4215
HD3093A,really help cowboycerrone get ton bad publicity right willneverflywithyou bad weather understandable pilot say people call zero bag plane something wrong website matter flight select say longer available,-0.16904761904761897,0.5615079365079364,0.272,0.618,0.11,-0.791
HD3096A,understand intent inconvenience catch cab back airport show wet clothes wasnt option leave computer plane two week late flightr find sent greatservice happy customer make total sense except flight wasnt full ive get empty seat around amp overhead half open board,0.05370370370370371,0.4962962962962963,0.093,0.802,0.105,0.1401
HD3099A,ask ice attendant snap dont ice cart min late flightr cup ice people row ahead get single answer southwest personnel hour wait apology explanation happen afternoon huge amt incoming plane sfo delay hour frustrate,0.05714285714285717,0.5285714285714286,0.137,0.773,0.09,-0.4215
HD309A,pilot pleads let board begin full flight wait flight attendant deny mission control grrrr search mileage ticket bom couldnt find single one saver award see play earn mile cant use thanks submit damage bag complaint onlineis anything else goodcustomerservice,-0.05357142857142855,0.39404761904761904,0.208,0.672,0.12,-0.5116
HD30T,tourist wonder super tide tide century french uk coast say estimate leave hour ago hasnt leave yet thank useful information theworstairline tell check soon allow seat available plane except middle,0.20666666666666664,0.21333333333333332,0.121,0.645,0.234,0.7343
HD3100T,base suggestion passenger rental car standby one way another leave line sfo customer service rude disorganize congested dissapointing companion ticket benefit premier world mastercard still limit usairways flight aa qualify well fault policy say least get u destination really,-0.30000000000000004,0.55,0.153,0.733,0.113,-0.2023
HD3104A,change well late flightr find flight schedule isnt ready thanks make check bag space empty flight attendant dirty look flight amp customer relation extremely disappoint face many problem type towards flight joke,-0.003124999999999989,0.5625,0.345,0.555,0.1,-0.8628
HD3106A,youre go charge wifi u solid make sure doesnt take length flight open page appreciate quick response one go outside check temp leave buf currentlysittingontarmac flight new york love quality plane unite wtf crappy aviation newyork,0.12121212121212122,0.5116792929292929,0.181,0.591,0.228,0.296
HD3107T,would love go destinationdragons imaginedragons show tomorrow utah velourlive ive try hard guy clever åāāā nick flight awesome please reward way keep u smile bad day travel customerservice,0.16250000000000003,0.6236111111111111,0.112,0.435,0.453,0.9423
HD3109A,yes ive board way many time amp never show pass tarmac multiple time path railed way everyone flight lax rdu enjoy wait hour amp half baggage claim bag wow airline joke absolutely horrendous customer service guy ashamed,0.17222222222222225,0.5111111111111112,0.144,0.619,0.238,0.5729
HD310A,yeah thats do define incidental much spend gear trip waste merge american negatively affect quality integrity longer fly gate main terminal dca natca member keep watch atct avgeek httptcohpsieaokwh,0.1111111111111111,0.3055555555555555,0.083,0.774,0.143,0.25
HD3112A,legal last name technically name change use wrong name really flt frm iad iah late flight amp go via nashville inconvenience downgrade ticket thanks home msy tsa precheck agent direct people photo scan beyond rude one grabbed push child,-0.04444444444444443,0.36296296296296293,0.183,0.723,0.094,-0.6369
HD3113A,quick serious question resourcesratings show quality service better place ppl need know many seat next flight plz put u standby people next flight thanks let sleep dia ensure ruin much vacation possible wait fuck unitedairlinessucks,0.09999999999999999,0.4166666666666667,0.19,0.596,0.214,0.0258
HD3114A,dang pandora look like may get push back likely also great tweet complainer inperson help need robyn manch useless confuse web sitecomplicated order process typically fly,0.22000000000000003,0.5700000000000001,0.204,0.543,0.253,0.4215
HD3115A,sad dont think important resolve client face team behaves disgraceful leave ipad seat pocket file lost item report receive exactly week late flightr record unbelievable runway dfw fly late flightr today thanks,0.03750000000000001,0.69375,0.259,0.624,0.117,-0.5684
HD3118A,simonroesner youll need upgrade seat even economy plus like sit concrete bench karen customer service helpful thank provide one bright spot frustrating situation would nice offer flight credit especially since im star empty overhead room,0.15833333333333335,0.75,0.098,0.565,0.337,0.886
HD3119A,sent email hour ago ask question still response need answer hopefully flight book problem flight quick question pay second bag online airport question receive yearly bonus point accumulation think around sure thanks,0.2583333333333333,0.3972222222222222,0.099,0.627,0.275,0.8074
HD311T,care le person although walk away complain man lax club kind screw day least outbound save strand renhotels marriottrewards help invest plane people le stock buyback executive pay maybe would disappoint,0.15,0.65,0.184,0.529,0.287,0.7579
HD3120A,magic eight ball never steer wrong report update info dont know reach without super long wait hold main number every flight fly personallyabout two round trip per month full still hard believe fly hour thru atlno,0.19083333333333333,0.6591666666666668,0.139,0.766,0.095,-0.194
HD3122A,taxi across dfw airport min state min past depart gate need deice wow uncool amp untrue thanks åāāā© idk still late flight hope get tonight åāāā­ cancel flight amp flight hr longer amp layover late flight find reasonably price alternative,-0.05833333333333332,0.5416666666666666,0.071,0.729,0.2,0.802
HD3125T,policy regard largesize passenger fit single coach class seat wasnäāāt thanks wonder youäāāre one disguise call hi thanks exact link specific page site share flight status thx,0.1630952380952381,0.23154761904761903,0.056,0.583,0.361,0.875
HD3126A,doubt gate cluster every agent encounter saw include one outright rude put thanks effort get early though make complaint refund lose one business day tomorrow flight tv flight back seat together maybe fault still fun,9.25185853854297e-18,0.25,0.277,0.592,0.131,-0.7096
HD3127A,fill whole form receive poor poor response direct email address reply retailbagholder hahaha least give refund love take money take halfway home sorry late flight,-0.10000000000000002,0.5555555555555556,0.212,0.567,0.221,0.3182
HD3128A,really nice though snack fridgeäāā¦that get take stuff like dorm common room genius leave ipad flight erw den open claim many memory plz help get back empty seat open upgrade u gold member would love consistent policy,0.16111111111111112,0.4833333333333333,0.066,0.633,0.301,0.8955
HD3129A,hi jh yes please since lose almost whole day way could help change return one day late flightr hang many time try cal crazy happen ur vegan food option least say ur site know wont able eat anything next hr fail,-0.06249999999999999,0.46562499999999996,0.168,0.682,0.15,-0.2263
HD3130T,thanks ground crew surprise flight arrive beingsuckontarmacsucks miss day vacation see husband delay stuff happen get wish handle betteräāā saysorrychris follow back quick dm swäāāfollowed,0.17777777777777778,0.2333333333333333,0.123,0.633,0.244,0.5859
